repertoire_id,label,p_deeprc,fold
212a6c79e51a26a63d87d722fcf95b1a,0,0.34039965,0
ee0cb733eea4071e72b644c47f0f3c14,0,0.33983818,0
76489af2931d420b768574a5bfbbe1b4,1,0.3407056,0
cf4d50a85807afe534a525b514caed8a,0,0.34045655,0
a46528b1202b492820a0548daf89a899,0,0.34071168,0
01d66f895d76963c615c4678268f075d,1,0.34067094,0
cd679e7c85058c3495e55d9ae0404873,0,0.34048858,0
63ce76eb1790a15a4ff5619023985d20,0,0.3403253,0
f75e2cf522a3eee87074e22c59389d2e,0,0.34053898,0
55a88972fc2d146307fd1e177f7ae170,0,0.3402155,0
0b44987048809aa6f83c25f6f282e214,0,0.3405187,0
92510b22e942f932f48ae390e7ef3046,1,0.3408248,0
9ab77ff78ddcfa454f71d55c9214195d,0,0.34036586,0
ba53ec8eeb0a5e1ea151c43aac08415a,0,0.3403026,0
f28f8e230db613beffb1ce97fb1631fa,1,0.34036702,0
2b7b2af5ba5adb589f14d2ae708f1e61,0,0.3403339,0
ad4d3ae4e0a2a08e46e849317c237b29,0,0.34015524,0
5929d2d78dc53ed1875ffc98484d93f7,0,0.34029335,0
e3d86685d75a79914668b443a6eddb98,0,0.34014693,0
d0bf957071d4d90ec69ff60a60a44225,0,0.34044603,0
9ebb343409fca12126345b3741b57e40,0,0.3401986,0
86de8f1b1c32c86b062fc15dd88ab520,0,0.34041464,0
71d67fac4e345bf41fd17e155a4d0ab4,0,0.3401755,0
4635135f2b8866aef65271aa6cbf3130,0,0.34009483,0
448aa80aa6a238ec462603b654e21e5f,1,0.33968237,0
5f3f83a9083d8210401df68d567881e4,0,0.33995625,0
197e332acaaf43477cc1ab11d31cb63c,1,0.34077418,0
103f3db9359b45a2979d973884ce76d9,1,0.3405847,0
e98c95791ade99be84c5443020935084,0,0.3402411,0
820dc8ae54510fbb918259a602bfd8f9,0,0.33951056,0
88225d065bbe9947bb7b8fb3416274ec,0,0.34028175,0
bb3357ce8944b4d04f1453204cb0fb78,0,0.34017125,0
6a3525489593cc851d495dfd6a13487a,1,0.34045926,0
8507d2d2d4109aac1d654257d26189c3,0,0.3401262,0
fa91510653c8e2dfb25713a176de3287,1,0.3408088,0
375af39e7f5d71d904a547d38bef37ca,0,0.34026286,0
8d2d559d661f45d502c76f15cd0c3037,0,0.34030956,0
a871ab3a5da2606e4ec4dd046744f281,0,0.34031492,0
4ff0df65790272c66c9e27f076e75f7e,0,0.34045357,0
871f43731249fdecbdea43e9d759528d,1,0.34033552,0
faad316e1e7c76dd0d0b94502001f3ef,0,0.34049624,0
9d77449f2de5fc4d63c8340202db8934,0,0.34032166,0
1aa1be39454b7f035eed03314753835b,0,0.34050375,0
286aa30fe13df22ecbcddf9caf275fb0,0,0.34065312,0
231992ba9dc452cba8e91332ecc29a6c,0,0.3411691,0
02c4834be48a5f83a15f2997833a5318,0,0.3409066,0
71717736be26910685c0423548391608,0,0.34088725,0
6cb0ab7f3c334e7db28510d8a430eb9e,1,0.34034172,0
a4e6e5b2efac7b37a1f7560dcc5fd695,0,0.34072536,0
e996d4a84b61372d09160fde43b5472b,0,0.340462,0
a5fc7a6b5ea4b1e93c7bb4c74f6323b9,0,0.34014007,0
88263b71623dc162641700a71c5d982c,0,0.3399615,0
c54f3dc9bfd9967da256b1f5dfbfa296,0,0.34017488,0
55c9571bd1401c5caa9bf17c0dd858e2,0,0.33937186,0
5e3266889452c5f72202aa022e442953,1,0.3406364,0
426bfb340fd14086d5f571e3535e6c30,0,0.3396499,0
a3c646359fd747f79854f02c016b6ba4,0,0.33959952,0
663bbfe24279130fbca71f83c6c104a3,0,0.34028357,0
17d5a08c0e20ca91a0749863930b3715,1,0.34036416,0
822c2c99fe3cc9b77a98b03fdb94b030,0,0.3395779,0
001eb6685cadd7bd2c4ef258c20274ef,1,0.34097633,0
de74735e937dc336e7a97e1f7516132d,0,0.3404195,0
409beaee9215deab870ec133c636692f,0,0.34062687,0
60703f4a9d3a72648c8af33d6e191d31,1,0.34036505,0
8a26598b8b3372e79b735a44cd736512,1,0.34050345,0
ead936a39d7995a8d36536a41d0367af,0,0.33994457,0
4caf05074e2b84ad389f522e91d6f402,1,0.34054747,0
325f6c2346e4cdf95968468703504507,1,0.33970255,0
137ff3bffd27f9713d3a8b271213ac51,0,0.3398109,0
6e2f6de0a163619dc22784622a61027d,0,0.34025878,0
bb3ecd98a4167666022f35e7c4ac249d,0,0.34005386,0
45507eb23ba10f026c88660c99785185,0,0.34074783,0
fbc08924b0bd8ca0ecd65889384f2ec7,1,0.34052116,0
fd8d4e7899dce4695edb1076ee18ed41,1,0.34023026,0
1b5408126ab2a962b36f5f892838ae00,0,0.33998528,0
e9ea9757022525a8cb9557dbf4f999e6,0,0.33999968,0
c7f7a4431008358f15aff25d4df8773d,1,0.34062722,0
2039d51e6e4c8aded2e18a4c017ad8ba,1,0.34046665,0
675beeff8a8d6e536658242eebc84063,0,0.34021786,0
31335091e55c570910037ab005fb622f,1,0.340873,0
f5525dea3838f19b62809b0b0a198181,1,0.3406475,0
f121f48f30179daf8f3f78986f3b23a6,0,0.34001353,0
b06723449071682f962100529f0830fe,1,0.34090087,0
980c1b6e929f802af4b59d237447ca40,1,0.33991283,0
88ce59769bba0a8002bae52fdc8fc986,0,0.34054282,0
0621c7c03734a8301e3f03faafa501dc,1,0.34093136,0
ffd484d3299bb8cf8d89002eea1618af,1,0.3405591,0
ebfa0fe5a42193d1e720d2c66e4d05cc,1,0.34064934,0
d46427770d2b264223c90a5b418782e7,1,0.33999014,0
fc71867ffb10f6419f81859321a4a9f3,0,0.3404954,0
2db8bcce9b604ba9afbb5bea1d20b3be,0,0.340581,0
f2b5a7f9c5a156369077db2ef8e97a67,0,0.3401848,0
f3d3dfbf61cc1e986ec765d28ec32ece,0,0.3400432,0
7226497ae8e7beafa9c0d3a540001557,1,0.34062982,0
8e2ca490c0aaa998ad5401745c1cada4,1,0.3403614,0
4e084ceed25ca703d46caf5df082ae13,0,0.3403802,0
6f644d64da8023929381cec0eebeff47,0,0.3408728,0
13ee97c3370654a4e7bf1206a2123c52,0,0.34029615,0
2794e60f8a23b02da1c7140dea64c08a,0,0.34006855,0
8f7abb00f04aae318a72eafeefd0b8f5,0,0.340791,0
7f8d7c2213bbc74cf65bfdef655868a9,0,0.3402664,0
4ad31d3f48f5a75165451e93d49e5b15,0,0.34064507,0
b46532333eabc6f491668dea53d6c414,1,0.34038424,0
b15a1904c4f9905e2a8b5de131d4e976,0,0.34027177,0
f6692fed521410859dee3fd81683eb39,1,0.3405077,0
7c74f963894664690d4f62be6e717585,0,0.34043092,0
22cfc8b83c491a078310fe907ebaa410,1,0.34070116,0
82609af9a9fe9ae3d261ac8d054fce86,0,0.3407142,0
603e93ca563eb3c46b81d90b96538e57,1,0.3405194,0
a478aaaf03c4d66e0a29021b7acb05dc,0,0.34047183,0
eefa03a45ef8c088861fa50e272bedd4,1,0.34048164,0
fd2ab11b63c991f4e6f90c0b7ccfa8bb,0,0.3402313,0
0010149d5f47d14488eea2b1396e8538,1,0.3403265,0
822a7a06450ae607f06d92d7bc64308c,0,0.34031564,0
f5496bd7453d3a553b470e796221cfa2,0,0.3406779,0
7595e9710f5332d3041c2eb2d7e65aa4,0,0.340089,0
23f9abda2bee8b241a3429caeb028b1f,1,0.33992752,0
472c7e4d51e59172962a1bf72183a545,0,0.34010047,0
cec56424bc17cd70072e2540041aab7c,1,0.34084702,0
38ca70c0c576b4d2f64d638a0cdcad18,1,0.34047472,0
920f3d587dba1cb1353e29932f6b9df6,0,0.3398937,0
d75a33e2b8da6e715b0600e639980104,1,0.3406356,0
29bb4a55b334f41577a45d09543034fa,1,0.34072033,0
9ac3ac438fd955c850e13ba1086d968f,0,0.3398789,0
37edea8e8570f81b7a48636c426d63e9,0,0.340372,0
34068d8f0b22cb1e4e97ab4f10241781,1,0.34068754,0
13439ce8a85fcc3e2cbf60b6cb8abadd,0,0.3404168,0
5859af1a8e5334599e4cf09ee8804c1c,0,0.3401638,0
310feea23af2e69a8a3453f57351a7f7,0,0.3403745,0
d1c0da658938d980f434c7af4d8d3624,0,0.34078023,0
cb9c41d2a021b90292dd06737d79da04,0,0.34006384,0
b32baa0390265c405522fd7b96930943,0,0.34069586,0
0418a3de8b14a7d9f9fccfc9bdc982e1,1,0.34090316,0
45e34d75f562550a60a86046f2ed835e,1,0.34033018,0
983c5e1ddfe75cfb3baec24f40e09c12,0,0.3403729,0
8db9151ac628c022e099988dc0539ee9,0,0.34001306,0
0df35f2de93fdf3c619266e3e434e667,1,0.3409828,0
5ec549a591668648660dc6c11d3380ed,0,0.3405958,0
97d3e49f52da1cee2e11d3ad27f706ab,0,0.33944145,0
b96ddef244579fe0646616c80d07fe29,1,0.34050292,0
fb56d609616928e4de94003c424a3783,1,0.3402293,0
e83b8d76e3775ff4668059bea21fd345,0,0.34074906,0
0dda60138494247269443aec860cfe35,0,0.34059024,0
c62ccfa75446b5763eb4e0b217f6ac30,0,0.3402986,0
7deb5e8bccbe1bcd06e1a585d7cc8f57,0,0.34006175,0
f18ca9417934153a4e20219887c25f44,1,0.3400994,0
e1b54ebabf7037bf96397e1d3f639f32,0,0.34075847,0
a2ba9326d2ef1ce78fa569b1bc018ff1,0,0.34042674,0
14e675561973f44be8cddaf42efcf9b0,1,0.34050816,0
5baa4fa84b30b57284b2f80973e58228,0,0.34098414,0
61908a66e4139b675d0435bf1a16cff0,0,0.35073772,1
c04da77928445e1e5ad8f5f93ac18b4c,0,0.35084644,1
62b500c881fff40d81013cd3a40dbc33,0,0.35062954,1
b5128cf7d0ca96260c5672a8fd079151,1,0.35119385,1
5ec8225c7d19254ae3acc3c2e1869f89,0,0.3508881,1
a5b0a016885c955dc168c1c689592d7b,1,0.35116938,1
0e24647c3bcb3466493091c2721de7fa,0,0.35051388,1
f2554ee9284e2866bbb781c12be4fa0d,0,0.3506389,1
048829b11f697fe190ad95ba7c458943,0,0.35108063,1
14c888f52274710ee19cd0da0180f012,0,0.35056293,1
e3153e4c9be75550eee139f8ee7d3975,0,0.35110813,1
a4875bf60e7dafd3ca0c5fe1228bedfb,0,0.35058683,1
0667f4e093058f380598787ee2e0204b,1,0.35145956,1
35579ef36d2bd41ac5fa48f3fa857cbd,1,0.35123992,1
e127655b5533bad4e37a4cce27fb06dd,1,0.3516307,1
32f85d4ff42eb42e90ac4f24cec361ad,1,0.35075137,1
4d97f3076c7532b7bffc84564bf1a38d,1,0.35152736,1
77b4b06b8cabb76b8b669a9b2f54f8af,0,0.35112417,1
4e276a469b443f9a07dbaac0731362d2,0,0.3512105,1
5ee55e9cd347092a2f1ef30dd0af82fe,0,0.35097575,1
fca589d58e2c09f65fab44f25aa8995c,0,0.3510607,1
dabb6830e32766e50fa36f7287cca5e1,1,0.35101756,1
f85062710df2d35a2d637e0b74eac17b,0,0.35073236,1
dffa02db895acab3810f1c1dac30e06a,1,0.3512535,1
085ee94bbeeb13b9b4f8f8766f300926,0,0.35082695,1
a931789e2c8aac854d1c6062698f57ea,0,0.35132685,1
2de23f433c5c4a9c712c4bed04709c81,0,0.3509057,1
806c1caa4c8144eb1493e4788d9d70b0,0,0.35087562,1
91852718e9675f8b8e89c1c23618eacf,0,0.35092992,1
ff0f7cd64c1c46a7060cd98e802684c9,0,0.35067144,1
cb2090f47a38b65e6b56b4b18f89ca38,1,0.35073057,1
28e7c2c91f0b8bd32462cc11330d7c41,0,0.3508393,1
0565edf1597291101e34eed84afbfaff,0,0.3507147,1
fcb4687b68b5ae3e18a209f70d936d22,1,0.35152254,1
b16abf23fcb5760f3dd07af52417b0a6,0,0.35127276,1
93cbcaa3229d938ca2ec7b2d01df73fc,1,0.3513996,1
88b07c11b5c3ff4138497f639c60454b,1,0.35093996,1
d1c97e6db0073d28be1d46fc4144add6,1,0.35088918,1
c057d5db63f0b1f37fa2b6dec2bec59d,0,0.35091138,1
b4c7a127ec3043eab8be973eba36b471,1,0.3512332,1
1fe5f39701e02865c5e861a7db719087,0,0.35136124,1
4f99afb32c5f21921858f302cf71193f,0,0.3506566,1
6228d5e4d5a0ed296d626abdd232552d,0,0.3502927,1
50f298ac9eff18c939fdf7238f6294c1,0,0.35065284,1
619c11d0ba0c4812715813890f0ce2fd,1,0.35056716,1
57e8020ab72c1157c33324a3a96fb2cb,0,0.35083148,1
c7c3f684ce261f96e77e4c7761482b6e,0,0.3511635,1
1144470c92fe3b197b272b05d7fb5485,0,0.35104877,1
4927e81c7f3c4210c8735195f925290c,0,0.35070834,1
6f41036442b3d3432216625cc3b5f985,0,0.3509895,1
9b871b5cb3fd9c1b95e0f0be0b14b6b8,0,0.35068986,1
ba2f0b9846c1fcd4d73e33d952d2a90e,1,0.35032368,1
46a05224b938dd6f0b68d0076fc9d7d8,1,0.35105452,1
282e59169334bc86fa46f127257d8b95,1,0.35107726,1
d369d982ab4423692e31d0d14b9ca6cc,0,0.35107502,1
2e3a1d9a94faf3e026c1fbbbea389ecd,0,0.3506948,1
3f223c50ed477ddb67d1d996ddbeab55,1,0.3512405,1
2c968853c2e524197dec1afbcf8d2b5e,0,0.35170597,1
17d50dea0ec89df56232c11ea8e6c43b,0,0.35081956,1
f04297a06713b6062b0a8f10986c116e,1,0.35070708,1
857dfbe888af3e805c104d81365517b5,0,0.3512795,1
b948154ebc5e96004778501279e2e017,0,0.3503674,1
f68a790da02a4d569ea26ec5fcd76b99,1,0.35084352,1
ecc2899ad763d28cbde871481bc2ffb0,0,0.3503867,1
46a84ddfdffb3385bc70045deed5c8a9,0,0.35102943,1
5be9074d003e268bd03ad63405fbd6b3,1,0.35091096,1
061a1738d4addcedc130ed1b3e305fb4,1,0.3510606,1
4613a7b8b20b06dd463c02b52cbdeced,0,0.3508063,1
1938e46964e102e18b5c14f13f69da5b,0,0.35085472,1
ee9b659298f830095b98a4efda426688,1,0.35127443,1
e9988ebf07b9f2db2476fb9e74aa53f2,1,0.35111442,1
5c9b1592922f67d4bde361ea30cf2dad,0,0.35108808,1
b30137c4d9e219fe9255164766366f64,1,0.35085347,1
7fc1f5cbae73a4cce1a7bbcec6364aed,0,0.35070336,1
50978a54c785574c306fe89b34f1bb2f,1,0.3510166,1
fa17bc2e679dc05364fbcc3a7c9d5f0e,0,0.3508551,1
e8ee6759acf5eac5eab6f12ca81f393a,0,0.35072535,1
417660a835f1d22b2f571a1289644d8e,0,0.35099363,1
8e4c359b0d46bdb9192f148463a80748,0,0.3510798,1
87c984b88d93a9b93a55ea30611ac2fb,1,0.35122886,1
6315ac52f03355b55bbf5b1fc7d97f14,1,0.35143837,1
e9dfdaa03d8da6e9812674256e88d406,0,0.35078055,1
3a58cf100076bf0792b52a5a3d0f174d,1,0.35116264,1
79970397c14fe112c3562c965d17700b,1,0.35105458,1
2ed12c5408c69655974f73d9ad71a539,0,0.35040933,1
9916b73963b8c373d6df479fbceb7ced,0,0.35118675,1
7b6e5ac7f6a0b71d4148dd65bd4060ec,0,0.3505715,1
6798dcdc635843450b1064d988ee9012,0,0.35026088,1
1c4e30573b7db172338cf2fa284bd746,1,0.3511213,1
310e551116d93f5bce888bd86330c5be,0,0.35051078,1
3bedae10bd18fa04b91176c07220bbb4,0,0.3508998,1
97989a46f63cd94e4ebdd98a974e6012,0,0.35112292,1
e121c174d1e452366308508548ab13f8,0,0.3512454,1
c32e10ada4bd07e46556d353b7c0bb30,0,0.351139,1
59394d4cb3a9843ef165c19d57c3b1e7,1,0.35044128,1
1816017c5467ab3982f908f65413bfba,1,0.35104206,1
bdcb9eca06a6761c2fb0295ab80680da,0,0.35053366,1
452330534adbd8cd08fed32a58bbdb6d,1,0.35094264,1
b0708270f22f1c63c6df4bf7d423ad2b,0,0.3510761,1
a1064218a8c60ad5cc07a4d76c841e7a,1,0.35116968,1
6c7a5be6c24429b467170939a12d6e23,1,0.35106128,1
4a4a1aa5c9283e9b6270b5f38d749aa1,0,0.3512115,1
fd190aa65dd57d3c0207cc96bfd183af,0,0.35113776,1
61096bc3c29f369434aba55c344341b8,0,0.35101497,1
14c1d2b28d6da7c70074976942b2a7f9,0,0.35048875,1
f4a8304bf241c07f969cacd3a5660a93,0,0.35070324,1
7e18292ce98b32701097ff5a66868a8c,1,0.35118014,1
6caa5f9ca6ec1547956568a5836e464a,0,0.35056517,1
dc3cf3b854a1f8a0da7ba2a5eb3e76c8,0,0.35063806,1
d629118d277ac0db5527582294a4dfe3,1,0.3513579,1
d0b0094cb640b33704d9b7eee6735f7f,0,0.35071963,1
e9764525e9746f925956dd97525f4335,0,0.3508773,1
52a74ecf80f74943f07fa9ece14152bf,0,0.35078612,1
d1c4017283f9b33db190c450c04edd08,1,0.35088414,1
9e58cc40cc08956943efc9f2fb996d23,1,0.3514136,1
1cfa74567b3797290cbdee64c49683c7,0,0.35123184,1
60ef54f8872c228ef9f1f4b756773787,0,0.35046247,1
421faef63d48cb84d4b31ab6c00dc79c,1,0.35053083,1
f423712166be67a3c2a69dbb45df95c3,1,0.3512569,1
adc48c321b7a36ad3258bc42e9564185,0,0.35173187,1
ae5847be2cd5cbf693ceb9e28f1c02df,0,0.35109165,1
7aa71e6a181fba993dce80c8457e16bc,1,0.35109484,1
d7962dbdda1f40bef0ce3dd17a6dea05,0,0.35108244,1
145f7cfda178b0ef0fde873bb3d247ff,1,0.35067683,1
09d5fe73a86bc78874b860fa21dc72ee,1,0.35132572,1
181a482dcdede04c18eaba9b2115bbff,0,0.35055274,1
5ee9ccec3a672c3da8f75c239286f9c9,1,0.3514771,1
097a7ab9d24b02a1f1a53c7ee5715138,0,0.35068944,1
4f6160110605f5a9fdcf40b7ccbf9004,0,0.35083628,1
76fe75dd35752cde9cf6669bb67b3d60,0,0.35124534,1
037ae2b7db7982701c86f92ba714d09e,0,0.3502369,1
dc03900e39704ecaf28c4a5fb23b130c,0,0.35062015,1
5e1963bcd46962c41a915527baf8835f,0,0.35094473,1
8d6f87d689edfbbced3bd6ba03b9bb43,0,0.3502581,1
04c3f2105c24c8a4f258b62305a669c9,1,0.35145816,1
f420ffc564be3f424a2c9259fd4fa691,1,0.35110912,1
e530e0684105710e7f98d8b58aec7b75,0,0.35068747,1
00ab7a3fcd0ae0bb5740214aa1a2bfee,0,0.3505834,1
6f03d725346f53438716f2c2fc5dcffb,0,0.35089204,1
610747ccef2b94a90652a7b41efac59f,0,0.35102463,1
9f8c4edb37696d9b969fc29ffec3ba59,0,0.350348,1
f5348bddfbcdbaeb5cd69716846f19e2,0,0.351325,1
4751df53fc272d33d788d88e1b1f43db,0,0.35106456,1
f679867cc66ea628c59c265e8828c563,0,0.35062647,1
d61144eb6a4e9e62fc4e5379db27fe88,0,0.3497398,1
83064b0bab34e03b9a155e68e1869e4d,0,0.35057694,1
0e9f8f6fae9540a023653199297ac934,1,0.35094327,1
d8f85e27935fa7d6af1f2769054b996c,0,0.35103384,1
a269fb6aca28db2d83c95b47ce537a5d,0,0.35081887,1
3d6451ec9a73fc9fbb7e8b0813ead5bf,1,0.3510132,1
30691037cf1d04060dd4adfd5b96977e,0,0.3513336,1
7f2871036e933f98b4ef180dd2bf8bcd,1,0.35114357,1
dfa86a78c74573154b2a1c9892d97c12,0,0.3507271,1
de6de23f6d1090386886035414cc599f,1,0.35113224,1
425db177cf0994c97dba460c9cb47626,0,0.35080537,1
a74c3ea6686dbc75ae1679eb292b7491,0,0.35102478,1
494ddc1201a3ea38a410d2acc6ced883,1,0.35101974,1
9a1b527de7f85195fc7d4cd700481235,0,0.35073942,1
e8eb1c2eb789b7fb96e3ba2416f62a53,0,0.35110533,1
2ef4190c32ff64967162008f377fc5e0,0,0.35077682,1
1e6c34b12e18cb7a232ba9a1dd349990,1,0.35146624,1
60e33d9f9a760c1f8d185ac3a4601430,0,0.35069382,1
a4cce5776a8002b87ac3244fd108813b,0,0.3509676,1
388dfa0bbd50bdaf55db069e37f2cef5,0,0.3507669,1
cfd4ac8a10f8f2b882f713320785b119,0,0.35114422,1
5a896313bd37d17e47a71c6773faa348,0,0.3516704,1
ba1357fe710d50c579df4c35a35a8627,0,0.35080072,1
4df7842916433affcb29d305fc545ecd,1,0.35129815,1
311412b8ce438aadc186ff451ccfd88e,0,0.35081843,1
b8f5cda36303205ace0ff0358223ad91,0,0.3512383,1
1530516f3c09488467a6d39a42cf4a12,0,0.35083827,1
782f4161c4ad8bc596ce8c5456857387,1,0.3508915,1
1d2e7650c28e93e4e165f8c3069eafea,0,0.35062957,1
017699fa60154a80571076b04c94b10a,0,0.35056576,1
320662aec870b40333b63ac4ccb295c3,0,0.3509832,1
1d877f86228ce1e2ec11186f8f682525,0,0.35100523,1
4c51cc0cb715f94ab402c4e6cd514af9,0,0.35039455,1
f2e0c9fed5473bbf608e2030e6f2b980,0,0.35038933,1
a366638453933414d034bcfa872f7efd,1,0.35072216,1
61277e69adfe3e05a0886da75ed28dde,0,0.35106072,1
755ca7c5200fe99ff10a14deda172d03,1,0.35117045,1
db4660816d723e4fb59ebf16fd0f2c10,0,0.35118428,1
dc7de66647ed4762620933b302046f95,0,0.3141981,2
291cc1cb92db197ea83f3534f68b1fa5,0,0.313897,2
34291bafada0172d3798fd1cfdf0f5a8,0,0.31460917,2
260ef4e5a01d7573011e7ec82256c7a5,0,0.3143688,2
8988d934d9f92e0c668085b2d4d24487,0,0.31400597,2
9b90853a2aab146b3ba4edc22c817ea2,0,0.31408012,2
737a32086ead986026f21ccf37a37bae,1,0.3146739,2
ac2594b3dda514039508c289eab851ed,0,0.31435773,2
419357deb47aa8681eaba10b8f5a7068,0,0.31501615,2
246ca03e43cc3f7cfa3ed5a15e4303b3,1,0.31472215,2
face89b1312167e7e4dbd36d72dd08cb,1,0.31519377,2
2f2b20e60f1cbe5c041792a3b3e18e6c,1,0.31472024,2
aca51d23d53033743951a677c1f7d4c4,0,0.31408876,2
42d39ddbf1975cb4f77d72af9422ac0d,1,0.31431648,2
f3e4c5d012f89d8c04d2c3df25147177,1,0.31503567,2
4133835c02520d0e9ffc08ff4dd98a82,1,0.31428435,2
bc23bd4600fbf1417b48ffcf00da8d02,0,0.31383446,2
4d3c4ed15ba4ec9ce07b496f87eb7928,0,0.31378517,2
a34c87eb07d04198a5025e60b9791737,0,0.31428266,2
a6df59d91f3ef3df5a476ad1c4c2fd2b,1,0.3153359,2
3698ed7c39490e9416f66665917f4d77,0,0.31256416,2
1cb23a4885b4095fd41be5ef5dc4c326,0,0.31448972,2
489affb5f75b7e4d36e32942b260ca69,0,0.31463328,2
60a2986d977d70501f7e4558fd1e11c4,0,0.31405067,2
d212c8a55923b1998f74a9e13c561ece,0,0.314116,2
63e39140982b7936cb0edf5fa2dcf25d,0,0.31458107,2
be646076696458b9605486e1b8b21863,0,0.3139934,2
7d7c3aa9a9f617f6e514916214755452,0,0.3140819,2
12606df3a551b12c52000380d34e633c,1,0.31508785,2
b034a69e3b0e6622994461266c06a7b7,0,0.31406295,2
7f8bea15e7cbb529bc349e0a07b83267,1,0.31492567,2
0a7297f439f3c12f045c12d16831e006,0,0.3138631,2
94b350c7643891081dd21f9e351e7a4b,1,0.31417397,2
1144e12fd96dd169815224c84f247b42,0,0.31500196,2
a90362355c5f8a5ec8a52d2d165a9448,0,0.31444514,2
d1b722a58514bf121da80390c4a74011,1,0.31535894,2
684f64ea874435a2ddc1370d80e4f1e9,0,0.31347483,2
cb75e8ffce55d5d7c99f9c8fa1ecc40e,0,0.31456208,2
5f2e5c965764ea628bca5995fbbe6280,0,0.31376565,2
df8f4e2b8a5d0c8a21ef68ebe6fbd6ae,1,0.31400582,2
31322f4c56c12e6678d455bc88b3531a,1,0.31431425,2
ffbeb534a2b23f7807b80382e9f92cc8,1,0.31399617,2
a6cfaa2ff30a817495832d80f2f21c10,0,0.31485727,2
ea324a5e97a2da98fcbfb7b56e2ad270,0,0.31456232,2
4ad58e68a5de3870860fe878847e3766,0,0.31416872,2
dd3985b02286deb56c2239e6c032cc37,0,0.3140884,2
5a8ed7c6d818045e1ff0b001598aadb9,0,0.31496507,2
07b734c34b760756d852821831fa29ce,0,0.3139437,2
627eeab0ba9abce64a0df90c5ab5fc42,0,0.31503594,2
5f373c70c6307ae644bbdd7bead86400,0,0.31428513,2
78ff3b3999877f67224317c4506f3710,0,0.3138529,2
7f5b207fbd0a65501fc18d44773d193a,0,0.31356263,2
e722c74c8af0b161dc195ec52f7c99fc,1,0.3145113,2
b320dcc88a5e53784948973a297bc306,1,0.31484792,2
e2fab24bffc4e86af889cfb5173751cd,1,0.3148275,2
33cac11980cc50635416852f7d7e6ecb,0,0.31403032,2
36d3097c95880bc1f90836e0cb9846e3,0,0.31462845,2
4a716ab4a664a7261c3db20a1aa7af92,0,0.31476554,2
50712bdfd08d17a4ff22fd734e6fd0fa,0,0.3144698,2
3eb5e9d2effd99a4ce3216d0210b5464,1,0.31470472,2
dee4be2cb11b6c80da334200501a5dc9,0,0.31409532,2
466515e2b042b6ca3efec07ff02d88ca,1,0.31395182,2
9965b390f76c9c147da2ba0fcb4e6fec,0,0.31468022,2
6cbdd21533f706d37048ff85d3f2b24a,0,0.3142251,2
8601c640816f936a389e0225280337fc,1,0.31364313,2
52950062b5b972437c24787cb099cfad,1,0.3145458,2
309bbfbc7f0bd66b077aeb0f21d7e87c,0,0.3141166,2
d06b75d1612a3118c97f3b533c12dd90,0,0.31442407,2
128ae0248df6780ae8673c08ed67dbfa,0,0.31445774,2
2c26357b6b5fbafc058c17b708d80769,0,0.31423974,2
1830c1d5125a51d3439a42c333e28be9,1,0.31448665,2
142963c615d285a8dc6591def428cccb,0,0.31368446,2
27c21fa0dbce3ca50bba207df42271f0,0,0.314434,2
1699f05c774bb75170b943c245378af7,1,0.31403887,2
